normals
-0.935111	0.0681069	-0.347749
-0.935107	0.068108	-0.347759
-0.218737	0.23457	-0.94717
-0.218673	0.234571	-0.947185
0.897277	0.125773	-0.423172
0.897284	0.125768	-0.423158
0.999549	0.0144141	0.0263509
0.999549	0.0144194	0.0263382
-0.86705	-0.3023	-0.39603
-0.867061	-0.3023	-0.396005
-0.164454	-0.0486607	-0.985184
-0.164456	-0.0486612	-0.985183
0.862873	0.308414	-0.400413
0.862865	0.308413	-0.400432
0.941077	0.331571	0.0665966
0.941077	0.331569	0.0666066
-0.68976	-0.631379	-0.354389
-0.689741	-0.631381	-0.354423
-0.0287279	-0.300577	-0.953325
-0.0287447	-0.300587	-0.953321
0.775559	0.470471	-0.42091
0.775557	0.470469	-0.420916
0.789388	0.613113	0.0309825
0.789387	0.613113	0.0310003
-0.427045	-0.874882	-0.228505
-0.427052	-0.874881	-0.228496
0.170778	-0.488415	-0.855737
0.170787	-0.488406	-0.85574
0.646385	0.591451	-0.48205
0.646384	0.591445	-0.482058
0.564451	0.82198	-0.0757907
0.56445	0.821981	-0.0757837
-0.162481	-0.9867	-0.00473428
-0.129726	-0.990678	-0.0415629
0.377364	-0.616954	-0.690627
0.401235	-0.577442	-0.711035
0.495735	0.654593	-0.570749
0.497437	0.64895	-0.575691
0.305608	0.922115	-0.237291
0.306011	0.921734	-0.238253
0.0927258	-0.951734	0.292584
0.0810702	-0.949828	0.302082
0.601051	-0.660524	-0.44994
0.594433	-0.674489	-0.437851
0.337582	0.649191	-0.681608
0.336256	0.651123	-0.68042
0.0463936	0.900132	-0.433139
0.0462108	0.900263	-0.432886
0.387962	-0.780849	0.489653
0.290029	-0.781002	0.5531
0.828152	-0.472846	-0.300966
0.801677	-0.566716	-0.190121
0.216004	0.559294	-0.800333
0.201471	0.571353	-0.795591
-0.167709	0.759131	-0.628963
-0.169578	0.760042	-0.627359
0.598579	-0.503494	0.623054
0.5272	-0.51948	0.672458
0.954979	-0.211287	-0.208262
0.957256	-0.257897	-0.130954
0.142359	0.415897	-0.8982
0.130258	0.421104	-0.89761
-0.309363	0.519376	-0.796582
-0.310953	0.519788	-0.795694
0.645045	-0.174277	0.744005
0.64502	-0.174287	0.744025
0.992724	0.0487289	-0.110116
0.992725	0.0487254	-0.110105
0.116968	0.245472	-0.962321
0.116959	0.245473	-0.962322
-0.353658	0.222001	-0.908648
-0.35365	0.222001	-0.908651
0.575917	0.195738	0.793729
0.575916	0.195737	0.79373
0.940135	0.332583	-0.0743946
0.940133	0.332583	-0.0744136
0.152293	0.06316	-0.986315
0.152286	0.0631583	-0.986316
-0.293415	-0.0945109	-0.951302
-0.293425	-0.0945126	-0.951299
0.398589	0.524803	0.752136
0.398605	0.524815	0.752119
0.804408	0.584495	-0.106273
0.804408	0.584494	-0.106274
0.239613	-0.0988863	-0.965819
0.239597	-0.0988974	-0.965822
-0.141752	-0.376061	-0.915688
-0.141727	-0.37605	-0.915696
0.136954	0.768705	0.624769
0.136949	0.7687	0.624776
0.603213	0.77168	-0.201605
0.603201	0.771705	-0.201546
0.367858	-0.220212	-0.903431
0.367868	-0.220199	-0.90343
0.0814484	-0.585565	-0.806524
0.0814381	-0.585572	-0.806519
-0.164823	0.88518	0.435075
-0.164818	0.885185	0.435067
0.371833	0.86101	-0.346989
0.371858	0.860979	-0.34704
0.516891	-0.277727	-0.809748
0.516888	-0.277736	-0.809747
0.339883	-0.685323	-0.644059
0.339887	-0.685318	-0.644062
-0.46769	0.859175	0.207569
-0.46769	0.859174	0.20757
0.141296	0.840435	-0.523169
0.141268	0.840457	-0.52314
0.6662	-0.263578	-0.697642
0.666201	-0.263559	-0.697648
0.599403	-0.662113	-0.449802
0.599399	-0.662121	-0.449796
-0.718429	0.695315	-0.0198898
-0.718429	0.695316	-0.0198909
-0.0506774	0.715021	-0.697264
-0.0506413	0.715003	-0.697285
0.789679	-0.182864	-0.585634
0.789683	-0.182881	-0.585624
0.813918	-0.521932	-0.255194
0.81392	-0.521925	-0.255201
-0.883331	0.415633	-0.216737
-0.883335	0.415631	-0.216728
-0.178979	0.501002	-0.846737
-0.179039	0.501016	-0.846716
0.871715	-0.0458563	-0.487863
0.871711	-0.0458503	-0.48787
0.955208	-0.283203	-0.0858696
0.955207	-0.283207	-0.0858637
0.982644	-0.0256779	0.183717
0.982643	-0.0256821	0.183721
0.973771	-0.0362001	0.224633
0.973771	-0.0362005	0.224633
0.947473	-0.0593906	0.314273
0.947474	-0.0593881	0.31427
0.879357	-0.0990733	0.465741
0.879359	-0.0990707	0.465738
0.918728	0.322138	0.228397
0.918728	0.32214	0.228394
0.908673	0.318192	0.270308
0.908673	0.318189	0.270312
0.880134	0.307241	0.361894
0.880134	0.307242	0.361893
0.80942	0.280813	0.515736
0.809418	0.280811	0.515739
0.752312	0.631014	0.189336
0.752312	0.631014	0.189335
0.739097	0.632933	0.230504
0.739097	0.632932	0.230504
0.704656	0.632937	0.320704
0.704656	0.632937	0.320702
0.627522	0.618429	0.473036
0.627521	0.618426	0.47304
0.505563	0.859802	0.0717392
0.505563	0.859802	0.0717354
0.487688	0.865992	0.110538
0.487688	0.865992	0.110535
0.444598	0.873971	0.196232
0.444598	0.873971	0.196235
0.35822	0.868185	0.343414
0.358221	0.868187	0.343408
0.222188	0.96918	-0.106403
0.222188	0.969181	-0.106398
0.198969	0.977433	-0.0709611
0.198969	0.977433	-0.0709588
0.145903	0.989263	0.0084702
0.145903	0.989263	0.00846447
0.0486792	0.987665	0.148821
0.048678	0.987664	0.148827
-0.0607788	0.944857	-0.321794
-0.0607783	0.944855	-0.321798
-0.089443	0.952737	-0.290332
-0.0894421	0.952735	-0.290338
-0.152709	0.963867	-0.218266
-0.152712	0.963869	-0.218255
-0.261223	0.961471	-0.0856474
-0.261222	0.961471	-0.0856519
-0.296131	0.791056	-0.535292
-0.29613	0.791054	-0.535295
-0.329263	0.796013	-0.507887
-0.329264	0.796014	-0.507885
-0.400875	0.801692	-0.443383
-0.400872	0.80169	-0.443389
-0.51847	0.793358	-0.319016
-0.518472	0.793359	-0.319012
-0.452507	0.528263	-0.718453
-0.452509	0.528265	-0.718451
-0.488451	0.528199	-0.694566
-0.488455	0.528202	-0.69456
-0.565275	0.524511	-0.636673
-0.565271	0.524509	-0.636678
-0.688326	0.506031	-0.51975
-0.688323	0.50603	-0.519755
-0.501129	0.201931	-0.841483
-0.501126	0.20193	-0.841485
-0.537993	0.195706	-0.819916
-0.537987	0.195703	-0.819921
-0.616519	0.180524	-0.766365
-0.616524	0.180526	-0.766361
-0.741431	0.149557	-0.65415
-0.741435	0.149559	-0.654145
-0.435633	-0.145313	-0.888317
-0.435636	-0.145312	-0.888316
-0.471419	-0.158141	-0.867615
-0.471417	-0.158142	-0.867616
-0.547975	-0.185663	-0.81563
-0.547976	-0.185662	-0.81563
-0.670956	-0.230131	-0.704881
-0.670953	-0.230131	-0.704884
-0.269213	-0.45419	-0.849256
-0.269217	-0.454189	-0.849255
-0.301836	-0.472884	-0.827814
-0.301841	-0.472883	-0.827812
-0.372503	-0.511358	-0.774438
-0.372499	-0.511358	-0.77444
-0.489059	-0.567747	-0.662182
-0.489055	-0.567747	-0.662185
-0.024047	-0.683554	-0.729503
-0.0240416	-0.683553	-0.729504
-0.0519103	-0.706486	-0.70582
-0.0519082	-0.706486	-0.705821
-0.11364	-0.752833	-0.648328
-0.113645	-0.752834	-0.648326
-0.220296	-0.817701	-0.531822
-0.2203	-0.817702	-0.53182
0.259332	-0.792932	-0.551367
0.259329	-0.792934	-0.551366
0.236811	-0.817927	-0.524325
0.236809	-0.817928	-0.524324
0.18505	-0.868125	-0.460559
0.185054	-0.868124	-0.460561
0.0892457	-0.937182	-0.337231
0.0892494	-0.937181	-0.337233
0.543876	-0.768031	-0.338124
0.543875	-0.768032	-0.338123
0.526701	-0.792687	-0.306974
0.526701	-0.792687	-0.306974
0.484867	-0.842293	-0.235472
0.484872	-0.842289	-0.235475
0.399692	-0.910788	-0.103494
